ID,C1,C2,C3,C4,C5
1,0.06039313,0.1821088,0.5487395,0.20671871,0.0020397583
2,0.10170994,0.19967063,0.49230573,0.19614795,0.010165743
3,0.20714965,0.28005636,0.24373083,0.15413824,0.114924885
4,0.043630604,0.5960164,0.1570152,0.15351698,0.049820762
5,0.11489982,0.20505494,0.47527957,0.19118163,0.013584065
6,0.091374606,0.61519766,0.20602034,0.069728136,0.017679283
7,0.30542678,0.4207127,0.16889127,0.082881466,0.022087757
8,0.031411488,0.56956524,0.23551545,0.11167962,0.051828224
9,0.038692802,0.5510164,0.2511416,0.10713046,0.052018773
10,0.036289643,0.55421305,0.24682412,0.10932878,0.05334431
11,0.022681164,0.5568715,0.2608997,0.10671673,0.05283082
12,0.15856335,0.4633738,0.26971543,0.070982054,0.03736535
13,0.09070792,0.54067236,0.23545715,0.08100324,0.05215922
14,0.17080735,0.47174144,0.2248419,0.07093182,0.061677568
15,0.038240876,0.7367068,0.17482588,0.043845166,0.0063812104
16,0.060550105,0.74063337,0.16623317,0.028556196,0.0040272377
17,0.07081003,0.74015194,0.15802188,0.027099892,0.0039162897
18,0.3163541,0.43068105,0.15384287,0.07621897,0.02290311
19,0.31245494,0.4369842,0.15228094,0.07543012,0.022849787
20,0.093006305,0.7222842,0.15514933,0.025432706,0.0041274587
21,0.36596218,0.42080498,0.13862158,0.059465155,0.015146063
22,0.3042275,0.42910397,0.16787308,0.07825684,0.020538671
23,0.29526418,0.41892275,0.17649823,0.08541048,0.02390436
24,0.37500012,0.43957442,0.12694201,0.047174953,0.011308454
25,0.05111796,0.49057868,0.16482171,0.20344625,0.09003545
26,0.28497118,0.4319861,0.17775148,0.08366005,0.021631207
27,0.028470349,0.61243606,0.17529938,0.14356646,0.0402278
28,0.34788802,0.41853097,0.14986184,0.06662069,0.017098418
29,0.31423816,0.42017534,0.1654312,0.078688554,0.021466674
30,0.29981992,0.42653134,0.17116295,0.08096447,0.02152133
31,0.3177506,0.4194594,0.16384585,0.07784208,0.021102184
32,0.2716202,0.42224157,0.24420078,0.041113153,0.020824358
33,0.15710159,0.4966286,0.2915219,0.03881233,0.015935656
34,0.23126493,0.33211917,0.21278578,0.13201888,0.091811284
35,0.031163212,0.42477748,0.40888876,0.10196361,0.033206955
36,0.030927699,0.5497284,0.301297,0.11636031,0.0016866047
37,0.0214769,0.3845754,0.45580417,0.097763605,0.040379997
38,0.05108791,0.53636724,0.26183033,0.101165876,0.049548656
39,0.095786124,0.37461564,0.39919037,0.08448637,0.045921452
40,0.013824487,0.5372536,0.3192173,0.09186704,0.03783754
41,0.07219029,0.53582716,0.2371395,0.10398049,0.050862614
42,0.048629813,0.5583402,0.23021868,0.11105786,0.05175341
43,0.045394924,0.56262827,0.22806352,0.112424806,0.051488522
44,0.05162818,0.55475605,0.22922923,0.11206435,0.052322112
45,0.08258683,0.52820456,0.23570128,0.10275545,0.05075185
46,0.09473042,0.51458097,0.24042094,0.10110603,0.049161628
47,0.07761442,0.5307425,0.23468447,0.10487895,0.052079685
48,0.056332007,0.5505627,0.23009303,0.11070512,0.052307207
49,0.040651195,0.5659899,0.22672306,0.1146968,0.05193907
50,0.085699014,0.52736783,0.23435615,0.10233122,0.050245807
51,0.056939613,0.5537254,0.22925602,0.10907574,0.051003177
52,0.06712933,0.54414517,0.23172049,0.106307335,0.0506977
53,0.05737766,0.53028345,0.2576219,0.10276001,0.051956885
54,0.061220814,0.5282642,0.255838,0.10264226,0.05203471
55,0.10762849,0.49972054,0.24543162,0.10029698,0.046922456
56,0.105273224,0.49985406,0.24798308,0.10040165,0.04648796
57,0.10738067,0.50220907,0.24253336,0.10023029,0.04764663
58,0.10539868,0.5058198,0.24008077,0.100426435,0.04827423
59,0.0013190879,0.55626625,0.17167959,0.17685375,0.09388135
60,0.008415105,0.577171,0.19755092,0.14753205,0.06933091
61,0.024004756,0.58205634,0.21953025,0.12151753,0.052891128
62,0.0068221707,0.570976,0.1939192,0.1540928,0.07418982
63,0.0022982848,0.5612357,0.17871472,0.16977295,0.08797833
64,0.002721492,0.5627021,0.1811539,0.16756132,0.085861236
65,0.0074728075,0.5729287,0.19600092,0.15081479,0.07278281
66,0.025578171,0.58077204,0.21923843,0.121425286,0.05298608
67,0.043503832,0.56610477,0.22620665,0.11299989,0.05118494
68,0.044305246,0.5644211,0.22811782,0.11190682,0.051249072
69,0.090532586,0.5214627,0.23670675,0.101700306,0.049597636
70,0.093703434,0.5164615,0.24008667,0.10133894,0.0484095
71,0.048670996,0.53670985,0.26347035,0.10090744,0.050241433
72,0.010391844,0.3208461,0.5265449,0.105623834,0.036593303
73,0.009538369,0.34574848,0.51093876,0.09350547,0.040268987
74,0.007671804,0.57773846,0.2825623,0.09012597,0.04190152
75,0.41186273,0.27481836,0.208733,0.05782776,0.046758108
76,0.3207682,0.27139625,0.29480484,0.06432004,0.048710726
77,0.1095087,0.4944518,0.25118217,0.100663714,0.044193707
